Canton (-) / District (>>) / Commune (......);Nationalit? - Total;Suisse;Albanie;Allemagne;France;Royaume-Uni;Italie;Autriche;Portugal;Espagne;Turquie;Kosovo
......5284 Iragna;563;430;0;0;0;0;81;0;22;4;0;18
......5285 Lodrino;1736;1231;0;1;4;0;256;2;184;7;0;3
......5286 Osogna;1046;693;0;2;0;0;194;1;107;4;5;13
>> Distretto di Vallemaggia;6021;5346;0;43;14;3;354;2;93;50;0;0
......5304 Bosco/Gurin;52;47;0;1;0;0;3;0;0;0;0;0
......5307 Campo (Vallemaggia);51;45;0;0;0;0;3;0;2;0;0;0
......5309 Cerentino;56;46;0;1;0;0;1;0;3;0;0;0
......5310 Cevio;1186;991;0;8;6;0;88;1;46;18;0;0
......5315 Linescio;53;44;0;1;0;0;6;0;1;0;0;0
......5317 Maggia;2603;2310;0;21;6;2;167;1;23;27;0;0
......5323 Lavizzara;563;530;0;2;0;0;20;0;6;3;0;0
......5324 Avegno Gordevio;1457;1333;0;9;2;1;66;0;12;2;0;0
- Vaud;761446;509124;261;6716;41625;9196;29582;790;58031;14935;3221;5883
>> District d'Aigle;43674;27938;26;204;2047;718;1360;34;4010;627;84;975
......5401 Aigle;9973;5976;6;23;320;28;364;5;1352;215;25;369
......5402 Bex;7111;4926;2;13;226;34;224;1;685;97;20;333
......5403 Chessel;363;313;0;2;11;2;9;0;19;1;0;0
......5404 Corbeyrier;422;386;0;2;15;0;3;0;4;0;0;0
......5405 Gryon;1250;871;0;15;126;94;21;0;36;13;0;4
......5406 Lavey-Morcles;890;745;0;2;34;3;10;1;53;5;0;2
......5407 Leysin;4125;1624;9;35;236;129;90;6;241;53;9;8
......5408 Noville;971;740;0;7;38;9;49;0;51;9;1;5
......5409 Ollon;7366;4681;5;50;487;373;144;6;552;77;8;43
......5410 Ormont-Dessous;1072;942;0;6;64;3;7;0;19;5;0;0
......5411 Ormont-Dessus;1463;1084;0;10;137;20;16;6;136;4;0;1
......5412 Rennaz;801;538;0;2;45;2;35;2;73;22;1;15
......5413 Roche (VD);1521;1014;2;3;85;2;56;0;165;12;2;21
......5414 Villeneuve (VD);5309;3227;2;27;187;15;315;7;576;111;17;172
......5415 Yvorne;1037;871;0;7;36;4;17;0;48;3;1;2
>> District de la Broye-Vully;41041;29132;8;178;1085;86;1105;28;5065;525;223;722
......5451 Avenches;4037;2620;0;23;123;10;86;8;870;30;7;33
......5456 Cudrefin;1462;1251;0;20;58;4;29;0;48;5;0;3
......5458 Faoug;822;652;0;26;29;8;13;3;53;8;0;0
......5464 Vully-les-Lacs;2792;2445;0;29;69;13;24;7;100;21;0;6
......5662 Brenles;144;139;0;0;0;0;2;0;0;0;0;0
......5663 Bussy-sur-Moudon;197;172;0;0;9;0;0;0;10;4;0;0
......5665 Chavannes-sur-Moudon;233;216;0;0;8;4;0;0;1;1;0;0
......5666 Chesalles-sur-Moudon;159;149;0;0;2;0;0;0;7;0;0;0
......5668 Cremin;51;42;0;0;1;0;0;0;5;3;0;0
......5669 Curtilles;308;274;0;0;4;1;5;0;14;3;0;0
......5671 Dompierre (VD);247;216;0;2;12;0;2;0;6;1;0;0
......5672 Forel-sur-Lucens;151;143;0;0;1;0;2;0;4;0;0;0
......5673 Hermenches;375;324;0;1;13;0;4;2;18;2;0;0
......5674 Lovatens;140;133;0;2;4;0;0;0;1;0;0;0
......5675 Lucens;3298;1972;3;7;110;4;203;0;487;52;23;113
......5678 Moudon;5833;3155;0;20;174;11;229;0;1035;188;114;148
......5683 Pr?vonloup;173;152;0;1;5;0;4;0;7;1;0;0
......5684 Rossenges;63;56;0;1;3;0;0;0;1;0;0;0
......5686 Sarzens;87;75;0;1;8;0;0;0;2;0;0;0
......5688 Syens;123;88;0;1;8;0;4;1;9;3;0;0
......5690 Villars-le-Comte;153;146;0;0;1;0;1;0;5;0;0;0
......5692 Vucherens;534;462;0;0;17;2;6;0;27;1;0;0
......5782 Carrouge (VD);1111;895;0;0;50;3;25;0;40;8;1;22
......5785 Corcelles-le-Jorat;444;388;0;7;10;1;9;0;11;3;1;0
......5798 Ropraz;409;326;0;1;21;11;6;0;9;10;0;7
......5803 Vulliens;442;393;0;2;21;1;2;0;14;1;0;0
......5812 Champtauroz;137;121;0;0;0;3;0;0;10;1;0;0
......5813 Chevroux;417;376;0;0;8;0;1;0;16;7;0;0
......5816 Corcelles-pr?s-Payerne;2092;1633;0;5;41;2;31;0;212;29;5;11
......5817 Grandcour;861;761;0;1;15;1;8;0;50;7;0;1
......5819 Henniez;287;228;0;0;10;0;2;0;31;0;0;0
......5821 Missy;336;290;0;2;3;0;3;0;26;3;0;0
......5822 Payerne;9389;5790;4;13;176;3;321;4;1601;108;71;353
......5827 Trey;264;242;0;0;7;0;1;1;6;0;0;1
......5828 Treytorrens (Payerne);119;115;0;0;0;0;1;0;0;0;0;0
......5830 Villarzel;415;364;0;3;8;2;3;0;20;2;0;0
......5831 Valbroye;2936;2328;1;10;56;2;78;2;309;23;1;24
>> District du Gros-de-Vaud;42120;34904;1;172;1448;153;1117;17;1816;601;33;77
......5471 Bettens;529;447;0;2;27;0;11;0;14;7;0;3
......5472 Bournens;360;293;0;3;18;6;7;0;14;0;1;1
......5473 Boussens;944;804;0;2;40;2;22;0;24;13;0;0
......5480 Daillens;941;747;0;14;59;2;41;0;36;10;0;0
......5487 Lussery-Villars;406;327;0;3;32;1;21;0;5;1;0;0
......5489 Mex (VD);662;489;0;10;41;10;26;0;22;10;3;4
......5495 Penthalaz;3149;2334;0;3;106;12;120;1;259;113;0;13
......5496 Penthaz;1663;1286;0;13;56;5;75;0;118;39;1;2
......5501 Sullens;907;789;0;2;24;2;31;2;22;4;0;2
......5503 Vufflens-la-Ville;1228;1036;0;2;56;3;38;0;41;8;0;0
......5511 Assens;1024;908;0;6;35;3;22;0;22;9;1;3
......5512 Bercher;1144;947;0;0;35;11;32;0;73;8;0;1
......5513 Bioley-Orjulaz;458;369;0;0;13;3;21;0;16;13;0;0
......5514 Bottens;1278;1085;0;2;27;4;26;3;73;21;0;3
......5515 Bretigny-sur-Morrens;782;671;0;8;36;1;19;0;23;2;0;0
......5516 Cugy (VD);2728;2075;1;9;105;15;74;5;165;48;0;13
......5518 Echallens;5508;4325;0;28;163;14;203;2;305;95;18;17
......5520 Essertines-sur-Yverdon;909;817;0;4;18;0;15;0;28;4;0;2
......5521 Etagni?res;1106;857;0;5;41;0;60;0;68;31;0;0
......5522 Fey;625;567;0;0;17;1;10;0;17;8;0;1
......5523 Froideville;2315;1922;0;19;102;18;37;0;100;22;5;4
......5527 Morrens (VD);1055;918;0;2;33;1;20;0;14;22;1;1
......5529 Oulens-sous-Echallens;532;478;0;1;15;1;5;0;6;5;0;0
......5530 Pailly;521;465;0;2;7;3;6;0;22;2;0;0
......5531 Penth?r?az;386;366;0;1;12;0;0;0;1;3;0;0
......5533 Poliez-Pittet;805;704;0;3;19;0;9;1;33;12;1;4
......5534 Rueyres;261;228;0;0;0;1;2;0;21;3;0;0
......5535 Saint-Barth?lemy (VD);777;694;0;2;19;2;15;2;9;10;1;0
......5537 Villars-le-Terroir;944;849;0;5;25;10;12;1;10;4;0;1
......5539 Vuarrens;930;803;0;1;27;0;19;0;39;20;0;1
......5540 Montilliez;1631;1406;0;5;57;4;38;0;44;24;0;0
......5541 Goumo?ns;961;852;0;0;35;1;14;0;7;5;0;0
......5661 Boulens;313;283;0;1;8;5;7;0;2;1;0;0
......5680 Ogens;261;236;0;6;6;0;0;0;7;1;0;0
......5693 Montanaire;2430;2141;0;6;78;4;26;0;75;9;1;1
......5804 Jorat-Menthue;1470;1249;0;2;56;8;32;0;56;14;0;0
......5923 Oppens;177;137;0;0;0;0;1;0;25;0;0;0
>> District du Jura-Nord vaudois;88069;66093;43;289;3217;181;2679;30;7064;1103;115;326
......5551 Bonvillars;510;462;0;0;11;1;10;2;13;4;0;2
......5552 Bullet;596;563;0;0;14;1;3;0;9;0;0;0
......5553 Champagne;1003;841;0;1;46;5;38;0;31;5;0;0
......5554 Concise;934;786;0;1;40;7;13;0;34;10;1;0
......5555 Corcelles-pr?s-Concise;332;307;0;0;10;0;1;1;1;3;0;0
......5556 Fiez;412;370;0;0;13;0;6;0;1;10;0;0
......5557 Fontaines-sur-Grandson;183;156;0;0;12;0;9;0;1;0;0;0
......5559 Giez;384;347;0;2;9;1;10;0;7;2;0;0
......5560 Grandevent;226;202;0;5;5;1;1;0;1;1;0;0
......5561 Grandson;3257;2633;0;21;88;5;133;1;159;27;0;3
......5562 Mauborget;110;88;0;1;18;0;0;0;0;0;0;0
......5563 Mutrux;148;142;0;0;3;1;1;0;1;0;0;0
......5564 Novalles;102;94;0;0;6;0;0;0;1;0;0;0
......5565 Onnens (VD);500;430;1;0;10;1;11;0;19;6;0;0
......5566 Provence;377;346;0;1;12;0;1;0;3;1;0;0
......5568 Sainte-Croix;4766;3917;2;5;203;6;95;4;185;42;1;9
......5571 T?venon;760;657;0;4;35;0;14;0;22;3;0;0
......5741 L'Abergement;249;233;0;2;8;0;1;0;1;0;0;0
......5742 Agiez;294;248;0;1;10;0;7;0;17;6;0;0
......5743 Arnex-sur-Orbe;616;534;0;1;19;2;13;0;27;5;0;1
......5744 Ballaigues;1042;885;0;1;41;0;27;1;25;8;5;1
......5745 Baulmes;1022;860;0;2;32;4;40;0;29;6;0;0
......5746 Bavois;921;750;2;2;47;1;24;0;45;9;0;1
......5747 Bofflens;189;181;0;0;2;0;1;0;2;0;0;0
......5748 Bretonni?res;236;225;0;0;4;1;3;0;1;0;0;0
......5749 Chavornay;4059;3001;3;21;170;8;99;4;291;62;9;39
......5750 Les Cl?es;176;154;0;1;9;0;0;0;5;0;0;0
......5751 Corcelles-sur-Chavornay;333;300;0;0;2;0;9;0;8;1;1;0
......5752 Croy;321;297;0;4;7;1;5;0;3;1;0;0
......5754 Juriens;307;289;0;0;12;0;0;0;2;0;0;0
......5755 Lignerolle;391;341;0;0;13;0;5;0;10;6;0;0
......5756 Montcherand;472;429;0;1;10;1;10;0;10;4;0;0
......5757 Orbe;6797;4611;0;26;277;16;231;1;880;104;9;37
......5758 La Praz;158;141;0;0;8;1;0;0;4;3;0;0
......5759 Premier;181;173;0;1;1;1;0;0;3;1;0;0
......5760 Rances;434;392;1;1;8;5;4;0;12;0;0;1
......5761 Romainm?tier-Envy;526;446;1;4;32;1;16;0;2;1;0;0
......5762 Sergey;145;130;0;0;5;0;5;0;3;1;0;0
......5763 Valeyres-sous-Rances;585;484;0;5;37;0;16;0;31;1;0;0
......5764 Vallorbe;3582;2585;2;1;175;0;163;1;283;105;1;57
......5765 Vaulion;482;441;0;2;11;4;4;0;9;1;0;1
......5766 Vuiteboeuf;520;421;0;1;10;4;6;0;52;7;0;0
......5871 L'Abbaye;1450;1232;0;6;66;4;18;0;63;12;0;1
......5872 Le Chenit;4504;3282;1;18;262;4;161;3;442;55;13;2
......5873 Le Lieu;860;730;0;7;40;7;23;0;16;2;0;0
......5902 Belmont-sur-Yverdon;358;306;0;3;7;5;6;1;15;2;0;0
......5903 Bioley-Magnoux;196;187;0;1;1;0;0;0;7;0;0;0
......5904 Chamblon;590;514;0;2;19;0;24;0;14;4;0;0
......5905 Champvent;600;514;0;4;8;4;20;0;38;3;0;0
......5907 Chavannes-le-Ch?ne;274;259;0;2;2;0;1;0;0;7;0;0
......5908 Ch?ne-P?quier;131;126;0;0;2;1;0;0;0;0;0;0
......5909 Cheseaux-Nor?az;662;589;0;7;27;1;12;1;4;10;0;0
......5910 Cronay;352;325;0;0;15;1;5;0;2;0;0;0
......5911 Cuarny;204;185;0;0;8;0;5;0;4;0;0;0
......5912 D?moret;126;116;0;1;8;0;0;0;0;0;0;0
......5913 Donneloye;731;661;0;9;13;5;4;0;14;11;0;0
......5914 Ependes (VD);343;287;0;0;24;0;0;0;18;4;0;0
......5915 Essert-Pittet;150;115;0;0;4;1;3;0;17;1;0;0
......5919 Mathod;552;484;0;1;18;1;10;0;10;7;0;0
......5921 Molondin;228;189;0;1;13;0;0;0;10;0;0;0
......5922 Montagny-pr?s-Yverdon;727;622;0;1;26;2;31;1;15;6;0;0
......5924 Orges;275;237;0;1;14;0;1;0;10;1;0;0
......5925 Orzens;198;187;0;0;1;0;3;0;4;0;0;0
......5926 Pomy;736;671;0;3;19;1;15;0;6;3;0;0
......5928 Rovray;164;155;0;1;3;0;0;0;1;2;0;0
......5929 Suchy;525;458;1;4;22;4;9;0;17;2;0;1
......5930 Susc?vaz;199;177;0;0;7;0;2;0;5;1;0;0
......5931 Treycovagnes;473;412;0;1;7;2;13;0;16;5;0;0
......5932 Ursins;208;187;0;0;10;1;4;0;0;1;0;0
......5933 Valeyres-sous-Montagny;641;544;0;1;16;1;28;0;18;9;4;0
......5934 Valeyres-sous-Ursins;241;227;0;0;4;3;2;0;1;1;0;0
......5935 Villars-Epeney;89;83;0;0;1;0;3;0;0;0;0;0
......5937 Vugelles-La Mothe;137;117;0;0;6;0;3;0;7;0;0;0
......5938 Yverdon-les-Bains;29406;18378;29;85;951;53;1176;7;3908;478;71;168
......5939 Yvonand;3101;2645;0;12;108;1;62;2;139;30;0;2
>> District de Lausanne;158645;95694;95;1491;11128;971;6956;170;11132;4977;979;1850
......5582 Cheseaux-sur-Lausanne;4095;3157;2;21;161;15;143;1;287;81;1;2
......5584 Epalinges;9011;6419;0;111;627;94;250;8;496;132;31;30
......5585 Jouxtens-M?zery;1397;1086;0;13;78;13;52;1;29;10;0;0
......5586 Lausanne;133897;77257;88;1273;9760;772;6136;151;9887;4566;917;1782
......5587 Le Mont-sur-Lausanne;6954;5226;4;60;366;71;235;6;222;127;25;35
......5592 Romanel-sur-Lausanne;3291;2549;1;13;136;6;140;3;211;61;5;1
>> District de Lavaux-Oron;58624;43603;10;679;3888;678;1584;68;2640;771;127;108
......5581 Belmont-sur-Lausanne;3575;2649;0;39;304;66;81;7;94;53;17;1
......5588 Paudex;1462;984;1;16;105;14;60;5;77;37;0;0
......5590 Pully;17624;12169;2;226;1479;215;661;30;691;328;60;44
......5601 Chexbres;2187;1721;0;12;143;22;63;0;97;13;0;1
......5604 Forel (Lavaux);2073;1668;0;15;96;12;41;0;123;27;0;1
......5606 Lutry;9651;7088;4;178;681;168;283;5;189;89;35;3
......5607 Puidoux;2811;1950;2;7;138;28;48;2;383;38;1;3
......5609 Rivaz;352;294;0;1;17;4;2;1;18;1;0;0
......5610 Saint-Saphorin (Lavaux);377;299;0;3;19;8;5;0;11;6;1;0
......5611 Savigny;3333;2548;0;51;231;32;54;8;158;34;0;5
......5613 Bourg-en-Lavaux;5189;4102;0;81;272;72;107;5;227;45;3;0
......5788 Essertes;330;272;0;1;14;0;6;1;19;2;0;0
......5789 Ferlens (VD);331;313;0;0;6;0;5;0;2;2;0;0
......5790 Maracon;446;407;0;3;8;2;5;0;6;3;0;0
......5791 M?zi?res (VD);1193;1014;1;7;41;7;18;2;44;19;1;3
......5792 Montpreveyres;597;453;0;4;40;5;19;0;23;7;1;12
......5799 Servion;1891;1549;0;12;108;11;31;1;81;14;2;2
......5805 Oron;5202;4123;0;23;186;12;95;1;397;53;6;33
>> District de Morges;78464;57765;7;679;4114;826;2537;70;6165;1076;142;233
......5421 Apples;1338;1120;0;26;39;17;19;3;53;10;0;0
......5422 Aubonne;3065;2122;0;38;184;59;119;5;314;48;0;2
......5423 Ballens;507;415;0;3;20;1;4;0;41;2;0;0
......5424 Berolle;299;261;0;1;3;5;5;0;2;4;0;5
......5425 Bi?re;1538;1185;0;3;26;3;23;1;198;14;1;2
......5426 Bougy-Villars;446;319;0;8;38;29;1;0;22;0;0;0
......5427 F?chy;861;614;0;8;45;54;9;0;56;2;0;0
......5428 Gimel;1921;1472;2;15;76;7;52;1;194;11;3;12
......5431 Mollens (VD);288;256;0;1;9;10;2;0;1;1;0;0
......5432 Montherod;517;374;0;8;16;5;15;0;60;2;0;0
......5435 Saint-Livres;699;581;0;5;47;11;5;1;22;5;0;0
......5436 Saint-Oyens;326;274;0;4;14;3;6;0;15;0;0;0
......5437 Saubraz;392;310;0;4;18;1;5;0;42;2;0;1
......5474 La Chaux (Cossonay);422;368;0;1;22;0;4;0;11;4;1;0
......5475 Chavannes-le-Veyron;127;111;0;1;5;0;1;0;5;1;0;0
......5476 Chevilly;250;228;0;1;5;2;2;0;5;0;0;0
......5477 Cossonay;3620;2791;0;7;170;14;103;1;284;58;1;12
......5478 Cottens (VD);474;416;0;1;26;7;2;0;6;4;0;1
......5479 Cuarnens;435;377;0;3;11;0;8;0;25;2;0;0
......5481 Dizy;222;196;0;0;13;0;0;0;8;0;0;0
......5482 Ecl?pens;1014;752;0;2;40;3;19;0;139;16;0;0
......5483 Ferreyres;301;282;0;0;5;0;2;0;6;1;0;0
......5484 Gollion;812;673;0;2;34;4;31;1;32;7;1;0
......5485 Grancy;388;324;0;3;26;2;4;0;8;0;0;0
......5486 L'Isle;1004;877;0;4;39;6;5;0;45;7;0;0
......5488 Mauraz;49;49;0;0;0;0;0;0;0;0;0;0
......5490 Moiry;263;243;0;0;7;2;5;0;2;0;0;0
......5491 Mont-la-Ville;373;331;0;0;8;5;7;0;13;0;0;0
......5492 Montricher;933;797;0;8;49;1;9;1;38;1;0;0
......5493 Orny;366;309;0;0;21;0;7;0;19;0;0;1
......5494 Pampigny;1103;951;0;6;41;6;6;0;23;9;1;0
......5497 Pompaples;840;635;0;3;32;1;10;0;90;17;0;5
......5498 La Sarraz;2512;1823;1;10;113;3;91;1;263;39;0;51
......5499 Senarclens;441;379;0;1;9;4;10;1;4;2;4;0
......5500 S?very;223;200;0;1;7;0;2;0;7;1;0;0
......5621 Aclens;537;388;0;2;45;7;22;0;22;11;0;1
......5622 Bremblens;493;421;0;0;26;15;3;0;5;2;0;0
......5623 Buchillon;615;455;0;14;35;19;13;0;26;2;0;0
......5625 Bussy-Chardonney;388;337;0;2;9;2;5;1;18;3;0;0
......5628 Chigny;332;249;0;7;17;9;6;1;9;10;0;0
......5629 Clarmont;155;131;0;2;7;5;2;0;2;0;0;0
......5631 Denens;699;570;0;4;35;21;8;0;23;5;3;0
......5632 Denges;1625;1147;0;17;68;6;49;5;209;21;1;1
......5633 Echandens;2415;1843;0;26;121;29;97;1;114;31;2;2
......5634 Echichens;2582;2151;0;23;140;19;44;1;50;20;0;5
......5636 Etoy;2885;1974;0;32;175;35;72;4;415;32;1;0
......5637 Lavigny;930;692;0;8;56;9;22;0;91;6;0;1
......5638 Lonay;2501;1935;1;18;137;15;83;0;140;23;10;6
......5639 Lully (VD);764;639;0;2;25;13;26;1;10;6;0;3
......5640 Lussy-sur-Morges;652;527;0;4;41;14;11;0;9;3;0;0
......5642 Morges;15465;9948;2;147;902;140;840;18;1627;341;85;80
......5643 Pr?verenges;5218;3536;1;68;362;43;234;6;382;104;18;18
......5644 Reverolle;356;304;0;3;18;4;3;0;15;1;0;0
......5645 Romanel-sur-Morges;439;387;0;9;20;1;4;0;3;3;0;0
......5646 Saint-Prex;5451;3461;0;69;349;80;273;8;606;112;9;10
......5649 Tolochenaz;1815;1273;0;9;97;14;79;2;175;23;0;10
......5650 Vaux-sur-Morges;195;166;0;1;6;6;0;0;7;0;0;2
......5652 Villars-sous-Yens;571;486;0;2;26;13;9;0;16;2;0;0
......5653 Vufflens-le-Ch?teau;825;659;0;8;61;10;9;0;3;10;0;0
......5654 Vullierens;457;383;0;4;17;9;2;0;29;2;0;0
......5655 Yens;1328;998;0;19;86;19;14;6;68;22;0;0
......5851 Allaman;402;290;0;1;15;4;14;0;38;11;1;2
>> District de Nyon;95548;62306;17;1531;6267;3807;3147;185;5527;1456;111;508
......5429 Longirod;439;365;0;2;19;7;10;1;19;3;0;0
......5430 Marchissy;445;377;0;5;21;3;2;0;19;0;0;0
......5434 Saint-George;957;731;0;16;52;29;12;2;38;4;3;0
......5701 Arnex-sur-Nyon;196;160;0;0;6;10;0;0;3;1;0;0
......5702 Arzier-Le Muids;2493;1764;1;59;172;163;45;6;37;20;1;0
......5703 Bassins;1324;997;0;30;58;44;38;5;47;17;0;4
......5704 Begnins;1720;1274;0;16;91;46;45;1;67;17;0;10
......5705 Bogis-Bossey;881;577;0;12;47;36;29;3;20;14;0;2
......5706 Borex;939;632;0;12;92;32;29;1;36;8;0;6
......5707 Chavannes-de-Bogis;1272;762;0;21;64;63;52;3;27;16;3;1
......5708 Chavannes-des-Bois;876;501;3;32;88;48;21;2;22;16;1;0
......5709 Ch?serex;1243;907;0;27;65;63;28;1;44;8;0;0
......5710 Coinsins;425;335;0;8;17;17;6;3;17;2;0;0
......5711 Commugny;2779;1669;0;82;167;235;71;5;41;24;2;0
......5712 Coppet;3083;1832;1;56;272;193;113;9;81;34;9;27
......5713 Crans-pr?s-C?ligny;2170;1477;0;36;121;116;62;8;43;16;0;0
......5714 Crassier;1150;810;0;19;106;55;28;0;34;5;1;0
......5715 Duillier;1054;796;0;20;64;31;11;3;23;11;0;2
......5716 Eysins;1498;1011;0;12;95;68;56;0;59;21;2;7
......5717 Founex;3528;1966;0;58;231;324;91;25;97;56;3;1
......5718 Genolier;1906;1294;0;51;137;109;43;5;74;9;0;3
......5719 Gingins;1244;891;0;16;52;79;29;0;34;15;0;3
......5720 Givrins;979;665;0;21;75;88;8;3;14;7;0;0
......5721 Gland;12597;8163;3;158;810;178;527;11;1226;249;16;106
......5722 Grens;367;280;0;4;16;22;4;1;20;2;0;1
......5723 Mies;1971;1173;0;29;132;102;64;3;47;37;2;1
......5724 Nyon;19738;11845;7;273;1289;612;869;33;1789;472;44;277
......5725 Prangins;3987;2806;0;55;236;128;144;5;176;57;0;6
......5726 La Rippe;1086;790;0;22;90;37;17;1;28;6;1;0
......5727 Saint-Cergue;2356;1576;0;27;275;93;59;10;96;23;1;0
......5728 Signy-Avenex;482;352;0;18;28;16;7;1;5;4;0;5
......5729 Tannay;1620;1013;0;42;78;109;48;2;7;55;11;5
......5730 Tr?lex;1425;1031;0;30;72;98;32;3;22;15;0;0
......5731 Le Vaud;1239;1014;0;11;50;53;6;1;33;1;0;0
......5732 Vich;771;547;0;4;55;18;16;1;50;6;0;0
......5852 Bursinel;472;342;0;5;35;15;12;0;18;15;0;0
......5853 Bursins;768;593;0;4;55;28;18;0;24;6;0;0
......5854 Burtigny;371;291;0;1;9;6;3;0;28;1;3;0
......5855 Dully;617;385;0;18;58;40;10;1;22;4;0;2
......5856 Essertines-sur-Rolle;699;507;0;11;46;26;7;1;36;1;0;5
......5857 Gilly;1082;772;0;22;53;36;28;0;51;6;0;1
......5858 Luins;611;384;0;11;31;20;11;1;97;9;0;2
......5859 Mont-sur-Rolle;2629;1842;1;47;141;62;117;2;150;24;0;2
......5860 Perroy;1413;1004;0;22;68;48;32;5;96;15;0;11
......5861 Rolle;6067;3343;1;102;498;190;279;16;578;123;8;18
......5862 Tartegnin;228;176;0;1;13;2;5;0;12;1;0;0
......5863 Vinzel;351;284;0;3;17;9;3;1;20;0;0;0
>> District de l'Ouest lausannois;71838;39108;31;467;3485;217;5251;58;9215;2310;1139;841
......5583 Crissier;7571;4216;13;31;303;21;602;1;1081;297;78;73
......5589 Prilly;12058;7000;3;49;482;22;724;11;1657;383;81;86
......5591 Renens (VD);20446;9958;5;82;777;39;1666;9;3164;774;521;339
......5624 Bussigny;8180;5219;2;32;355;23;582;7;1076;189;19;47
......5627 Chavannes-pr?s-Renens;7215;3469;4;47;370;18;541;4;908;231;233;147
......5635 Ecublens (VD);12164;6619;2;132;775;37;943;9;1213;357;193;142
......5648 Saint-Sulpice (VD);3530;2118;2;91;403;51;116;16;96;68;14;7
......5651 Villars-Sainte-Croix;674;509;0;3;20;6;77;1;20;11;0;0
>> District de la Riviera-Pays-d'Enhaut;83423;52581;23;1026;4946;1559;3846;130;5397;1489;268;243
......5841 Ch?teau-d'Oex;3426;2565;0;26;182;77;36;5;300;20;1;9
......5842 Rossini?re;554;476;0;3;33;6;2;1;15;1;0;1
......5843 Rougemont;889;562;0;16;45;30;26;4;99;20;0;0
......5881 Blonay;6105;4642;0;113;332;207;144;6;113;47;10;1
......5882 Chardonne;2840;2136;0;57;203;97;52;8;40;16;3;1
......5883 Corseaux;2169;1617;0;32;136;65;51;4;49;27;3;3
......5884 Corsier-sur-Vevey;3409;2259;0;36;171;50;179;1;323;58;8;6
......5885 Jongny;1472;1107;1;28;73;39;43;1;37;13;0;0
......5886 Montreux;26208;13952;14;341;1804;442;1467;45;1743;561;88;116
......5888 Saint-L?gier-La Chi?saz;5082;3830;0;71;256;211;99;16;65;56;1;2
......5889 La Tour-de-Peilz;11197;7991;2;152;588;149;573;22;511;193;12;14
......5890 Vevey;19220;10847;6;146;1070;175;1150;17;2049;467;141;90
......5891 Veytaux;852;597;0;5;53;11;24;0;53;10;1;0
- Valais / Wallis;331763;256485;24;3393;9164;1441;9121;416;28681;2322;546;2286
>> Bezirk Brig;26303;22601;3;713;22;20;461;69;581;32;13;199
......6002 Brig-Glis;12935;10858;2;352;8;13;224;44;296;28;7;92
......6004 Eggerberg;334;320;0;8;0;0;0;0;0;0;0;0
......6007 Naters;9729;8360;1;245;10;5;189;19;257;2;6;105
......6008 Ried-Brig;2012;1866;0;61;2;1;28;5;17;1;0;1
......6009 Simplon;327;324;0;0;1;0;0;0;0;0;0;0
......6010 Termen;877;805;0;47;1;1;5;1;9;0;0;1
......6011 Zwischbergen;89;68;0;0;0;0;15;0;2;1;0;0
>> District de Conthey;26678;20638;0;55;625;65;463;7;3310;134;107;114
......6021 Ardon;3037;1976;0;4;47;2;54;0;738;25;74;13
......6022 Chamoson;3461;2780;0;7;120;5;26;1;448;9;1;3
......6023 Conthey;8315;6326;0;10;152;1;163;0;1041;49;25;63
......6024 Nendaz;6221;5323;0;21;234;57;50;6;264;24;1;6
......6025 V?troz;5644;4233;0;13;72;0;170;0;819;27;6;29
>> District d'Entremont;14984;11420;0;82;721;513;191;18;1157;111;4;23
......6031 Bagnes;8079;5461;0;62;524;478;119;13;727;81;1;17
......6032 Bourg-Saint-Pierre;186;151;0;0;7;0;18;0;3;0;0;0
......6033 Liddes;752;698;0;3;17;1;5;0;13;6;0;0
......6034 Orsi?res;3178;2722;0;11;94;5;25;5;228;8;0;6
......6035 Sembrancher;964;780;0;3;15;3;12;0;131;11;0;0
......6036 Voll?ges;1825;1608;0;3;64;26;12;0;55;5;3;0
>> Bezirk Goms;4506;3970;0;201;8;5;11;13;85;2;0;1
......6052 Bellwald;427;356;0;27;0;0;1;0;16;1;0;0
......6054 Binn;145;134;0;1;2;0;2;1;2;0;0;0
......6055 Blitzingen;80;64;0;10;0;0;0;1;0;0;0;1
......6056 Ernen;530;473;0;41;1;0;1;1;1;0;0;0
......6057 Fiesch;918;786;0;30;3;2;5;2;14;0;0;0
......6058 Fieschertal;317;288;0;9;0;0;0;2;5;0;0;0
......6061 Lax;296;250;0;14;0;0;1;2;3;0;0;0
......6064 Niederwald;45;40;0;0;0;0;0;0;5;0;0;0
......6073 Grafschaft;190;174;0;10;0;0;0;1;1;0;0;0
......6074 M?nster-Geschinen;464;415;0;27;1;2;0;1;7;1;0;0
......6075 Reckingen-Gluringen;438;404;0;8;0;0;0;0;8;0;0;0
......6076 Obergoms;656;586;0;24;1;1;1;2;23;0;0;0
>> District d'H?rens;10874;9647;1;32;348;48;65;3;375;33;2;9
......6081 Les Agettes;332;282;0;1;19;2;2;0;6;3;1;0
......6082 Ayent;3852;3333;0;10;130;24;22;1;195;15;1;5
......6083 Evol?ne;1718;1534;0;1;75;12;3;0;34;1;0;0
......6084 H?r?mence;1360;1280;0;2;15;2;6;0;15;2;0;0
......6087 Saint-Martin (VS);869;829;0;0;12;1;1;1;14;1;0;0
......6089 Vex;1751;1493;1;10;59;5;19;0;109;6;0;4
